time,st.mix,3HE,sample.37.dnp.2um.algae,sample.194.control.2um.algae,sample.47.control.yeast,sample.54.2um.yeast,sample.110.10um.3day.control
21.78333,-103,-230,128,45,-4,-2,95
21.79167,-103,-230,144,50,-1,2,99
21.8,-103,-230,162,54,2,7,103
21.80833,-103,-232,182,58,5,12,108
21.81667,-103,-232,203,61,7,18,112
21.825,-102,-231,224,62,9,23,115
21.83333,-102,-231,246,63,12,27,118
21.84167,-102,-233,266,63,14,31,119
21.85,-103,-233,284,60,16,35,119
21.85833,-105,-233,299,55,19,38,116
21.86667,-105,-232,312,49,21,40,112
21.875,-104,-232,323,43,22,40,107
21.88333,-103,-231,331,37,21,39,102
21.89167,-103,-231,334,31,20,37,96
21.9,-104,-232,335,25,18,34,89
21.90833,-104,-234,333,19,17,31,82
21.91667,-104,-234,329,12,16,27,76
21.925,-105,-234,322,6,14,23,69
21.93333,-106,-232,315,0,12,19,63
21.94167,-106,-231,306,-4,10,15,58
21.95,-106,-231,295,-7,7,11,53
21.95833,-105,-232,282,-9,6,6,48
21.96667,-105,-233,269,-11,3,3,44
21.975,-105,-234,257,-13,1,1,41
21.98333,-106,-235,245,-13,0,-2,39
21.99167,-106,-236,235,-12,-2,-4,38
22,-106,-237,226,-10,-3,-5,39
22.00833,-106,-237,218,-7,-4,-6,41
22.01667,-106,-237,210,-2,-3,-6,44
22.025,-106,-237,205,3,-2,-5,48
22.03333,-106,-237,203,7,-1,-3,53
22.04167,-106,-237,201,11,0,-1,60
22.05,-106,-236,201,18,2,2,67
22.05833,-106,-237,204,24,4,5,75
22.06667,-106,-239,210,30,7,8,84
22.075,-106,-240,217,37,9,12,93
22.08333,-105,-240,226,42,11,17,103
22.09167,-104,-240,236,48,15,22,112
22.1,-104,-240,246,54,18,26,121
22.10833,-105,-241,258,60,20,31,132
22.11667,-106,-241,269,65,22,35,141
22.125,-106,-241,281,69,25,39,149
22.13333,-106,-240,291,73,29,43,156
22.14167,-105,-240,302,76,30,46,164
22.15,-104,-241,311,79,31,49,170
22.15833,-104,-241,317,82,33,52,176
22.16667,-104,-241,322,83,35,54,181
22.175,-105,-242,327,83,37,55,186
22.18333,-104,-244,329,83,37,55,190
22.19167,-104,-244,331,83,37,54,193
22.2,-103,-243,330,82,37,54,195
22.20833,-103,-243,329,79,36,55,194
22.21667,-102,-244,325,75,36,54,193
22.225,-103,-245,319,70,36,54,191
22.23333,-103,-247,310,64,35,52,189
22.24167,-103,-248,301,59,35,51,185
22.25,-102,-248,290,52,34,50,179
22.25833,-102,-247,279,45,33,46,171
22.26667,-102,-247,267,39,31,43,162
22.275,-100,-246,254,32,29,39,152
22.28333,-99,-246,241,26,27,36,143
22.29167,-97,-245,227,20,25,32,134
22.3,-96,-243,214,15,23,29,126
22.30833,-95,-242,203,10,22,26,117
22.31667,-95,-242,192,6,21,24,108
22.325,-95,-242,181,2,19,22,100
22.33333,-94,-242,171,-2,19,21,92
22.34167,-93,-242,164,-5,19,20,87
22.35,-94,-244,156,-6,18,18,83
22.35833,-94,-244,151,-6,17,17,80
22.36667,-94,-244,147,-7,16,17,75
22.375,-93,-244,144,-6,16,15,72
22.38333,-94,-245,143,-7,16,15,70
22.39167,-95,-245,142,-8,17,15,68
22.4,-96,-245,142,-10,17,15,66
22.40833,-97,-245,142,-11,17,15,64
22.41667,-97,-245,142,-11,17,15,61
22.425,-97,-245,143,-11,17,15,60
22.43333,-98,-245,144,-11,17,14,59
22.44167,-98,-245,145,-12,18,14,58
22.45,-98,-244,146,-12,19,15,56
22.45833,-99,-243,145,-11,19,15,54
22.46667,-100,-243,143,-11,19,15,50
22.475,-102,-242,141,-11,20,13,48
22.48333,-103,-242,139,-12,19,12,48
22.49167,-102,-242,137,-11,17,12,46
22.5,-101,-242,134,-10,15,12,44
22.50833,-100,-242,130,-10,13,10,43
22.51667,-101,-242,128,-11,12,9,42
22.525,-101,-243,125,-12,12,7,42
22.53333,-102,-243,122,-13,12,4,39
22.54167,-102,-245,118,-13,11,2,39
22.55,-103,-245,114,-15,10,1,39
22.55833,-102,-245,110,-16,10,0,39
22.56667,-102,-246,107,-17,9,-1,40
22.575,-102,-247,104,-19,7,-2,40
22.58333,-103,-246,102,-19,6,-3,41
22.59167,-103,-246,100,-21,4,-3,42
22.6,-103,-246,100,-22,4,-3,42
22.60833,-104,-245,100,-23,5,-4,43
22.61667,-105,-245,101,-25,4,-4,44
22.625,-105,-245,102,-27,4,-3,45
22.63333,-106,-244,104,-28,3,-2,45
22.64167,-105,-245,106,-31,2,-3,46
22.65,-104,-246,108,-32,1,-3,45
22.65833,-104,-246,109,-33,0,-2,44
22.66667,-105,-247,111,-35,1,-2,42
22.675,-106,-248,111,-36,1,-2,41
22.68333,-106,-249,111,-38,1,-2,40
22.69167,-107,-249,110,-39,1,-3,38
22.7,-108,-251,108,-41,2,-4,36
22.70833,-108,-251,106,-42,2,-5,36
22.71667,-106,-250,103,-43,1,-5,34
22.725,-104,-250,99,-43,0,-6,31
22.73333,-103,-251,95,-43,0,-8,29
22.74167,-102,-251,92,-44,0,-8,27
22.75,-103,-249,90,-44,-1,-8,26
22.75833,-102,-249,86,-44,-1,-9,26
22.76667,-100,-250,81,-45,-1,-9,26
22.775,-98,-251,77,-45,-1,-10,27
22.78333,-97,-251,75,-44,0,-10,29
22.79167,-95,-252,73,-44,0,-10,32
22.8,-93,-252,72,-45,0,-10,33
22.80833,-90,-252,71,-45,-1,-9,34
22.81667,-86,-253,70,-45,-1,-9,35
22.825,-82,-254,70,-46,0,-10,36
22.83333,-80,-254,70,-48,0,-10,35
22.84167,-78,-252,69,-48,2,-9,35
22.85,-76,-253,67,-48,3,-8,35
22.85833,-74,-254,66,-48,4,-7,35
22.86667,-73,-255,66,-48,3,-6,36
22.875,-73,-256,66,-48,3,-5,35
22.88333,-73,-257,66,-48,3,-4,34
22.89167,-73,-257,66,-48,3,-4,33
22.9,-73,-255,66,-48,3,-4,31
22.90833,-74,-254,66,-48,3,-3,28
22.91667,-76,-253,65,-49,4,-3,25
22.925,-76,-251,65,-50,5,-2,23
22.93333,-77,-251,64,-51,5,-2,20
22.94167,-79,-252,62,-52,6,-2,17
22.95,-81,-252,61,-53,6,-2,13
22.95833,-83,-251,61,-54,6,-3,11
22.96667,-85,-251,59,-54,6,-3,9
22.975,-86,-251,56,-53,7,-3,7
22.98333,-87,-251,53,-53,7,-3,5
22.99167,-88,-250,50,-53,6,-3,4
23,-88,-249,48,-55,6,-3,3
23.00833,-88,-249,45,-55,6,-3,2
23.01667,-90,-251,45,-55,5,-4,1
23.025,-92,-251,45,-55,5,-5,0
23.03333,-93,-251,44,-55,5,-5,0
23.04167,-94,-250,42,-56,4,-5,-1
23.05,-95,-250,42,-58,5,-5,0
23.05833,-95,-250,43,-59,5,-5,0
23.06667,-96,-250,45,-59,7,-4,3
23.075,-96,-250,49,-59,8,-3,5
23.08333,-96,-249,52,-58,10,-2,6
23.09167,-96,-249,57,-58,11,0,8
23.1,-95,-249,63,-57,12,1,10
23.10833,-96,-250,69,-57,14,4,12
23.11667,-96,-251,77,-57,16,6,13
23.125,-96,-251,85,-56,17,8,14
23.13333,-96,-250,93,-56,20,10,16
23.14167,-96,-248,101,-56,23,12,18
23.15,-97,-247,108,-55,25,14,20
23.15833,-97,-247,116,-55,26,16,22
23.16667,-99,-248,121,-54,26,17,23
23.175,-101,-249,124,-54,27,18,25
23.18333,-101,-249,126,-56,27,19,27
23.19167,-102,-249,127,-57,28,19,28
23.2,-102,-250,127,-57,28,18,27
23.20833,-102,-250,125,-57,28,18,26
23.21667,-102,-250,123,-58,26,17,24
23.225,-102,-251,120,-58,25,16,22
23.23333,-101,-252,115,-58,23,13,21
23.24167,-101,-252,110,-58,21,11,22
23.25,-102,-252,104,-57,20,9,21
23.25833,-102,-252,97,-57,19,7,20
23.26667,-101,-253,91,-59,17,6,19
23.275,-101,-252,85,-60,16,5,16
23.28333,-101,-251,80,-61,15,3,14
23.29167,-101,-251,75,-62,14,1,13
23.3,-101,-251,71,-62,14,0,12
23.30833,-101,-250,66,-61,13,-2,12
23.31667,-100,-250,62,-60,12,-3,14
23.325,-99,-251,58,-59,11,-4,14
23.33333,-98,-251,54,-60,11,-4,14
23.34167,-98,-252,52,-61,12,-3,16
23.35,-98,-253,49,-61,12,-2,17
23.35833,-99,-253,48,-61,12,-1,18
23.36667,-99,-252,48,-60,12,0,19
23.375,-98,-251,48,-59,12,2,21
23.38333,-96,-250,49,-58,13,4,23
23.39167,-95,-250,52,-57,14,5,25
23.4,-96,-251,55,-55,16,7,27
23.40833,-98,-252,59,-55,18,11,29
23.41667,-100,-251,64,-54,20,15,31
23.425,-101,-251,69,-53,22,19,33
23.43333,-101,-251,75,-54,25,23,34
23.44167,-100,-251,80,-53,28,27,35
23.45,-101,-252,87,-51,29,30,37
23.45833,-102,-251,93,-50,31,33,38
23.46667,-102,-251,99,-49,33,35,40
23.475,-101,-250,104,-48,35,38,43
23.48333,-101,-249,108,-47,38,40,45
23.49167,-101,-250,112,-46,40,43,47
23.5,-101,-252,116,-45,42,44,49
23.50833,-100,-252,119,-44,42,46,52
23.51667,-98,-251,121,-42,42,49,56
23.525,-97,-251,121,-41,42,51,60
23.53333,-97,-251,123,-40,42,53,64
23.54167,-98,-250,124,-39,43,54,68
23.55,-98,-250,125,-39,42,54,73
23.55833,-99,-251,127,-37,43,54,78
23.56667,-100,-250,128,-37,43,55,83
23.575,-100,-250,131,-37,43,56,89
23.58333,-99,-249,133,-37,44,56,94
23.59167,-98,-249,135,-38,44,57,99
23.6,-97,-248,138,-39,46,57,104
23.60833,-98,-248,142,-39,45,56,107
23.61667,-97,-249,143,-38,45,55,109
23.625,-96,-249,144,-37,44,55,110
23.63333,-96,-249,144,-38,44,55,109
23.64167,-96,-249,142,-40,44,52,108
23.65,-95,-249,140,-41,44,49,107
23.65833,-93,-249,138,-42,43,48,104
23.66667,-93,-248,135,-43,42,47,100
23.675,-93,-248,131,-44,40,44,96
23.68333,-93,-248,126,-44,39,41,92
23.69167,-93,-248,121,-44,38,38,89
23.7,-94,-249,116,-43,38,35,86
23.70833,-95,-250,111,-42,35,33,84
23.71667,-95,-250,105,-41,34,32,83
23.725,-95,-249,100,-40,33,31,82
23.73333,-96,-248,97,-40,34,31,82
23.74167,-96,-248,94,-40,34,31,81
23.75,-96,-250,92,-40,34,31,81
23.75833,-95,-250,90,-39,34,31,82
23.76667,-95,-250,88,-37,34,31,83
23.775,-96,-250,88,-37,34,31,84
23.78333,-96,-249,88,-37,34,32,85
23.79167,-97,-249,88,-36,33,31,87
23.8,-98,-248,89,-33,32,31,88
23.80833,-97,-247,91,-31,33,32,90
23.81667,-96,-247,92,-29,33,31,92
23.825,-97,-247,93,-27,34,31,93
23.83333,-98,-248,94,-24,36,32,95
23.84167,-97,-248,95,-22,36,31,97
23.85,-98,-247,94,-19,36,31,101
23.85833,-97,-246,95,-16,36,31,106
23.86667,-96,-246,96,-14,35,31,111
23.875,-96,-246,99,-11,35,33,117
23.88333,-96,-246,101,-7,35,34,122
23.89167,-97,-246,102,-4,35,35,127
23.9,-97,-246,103,1,35,36,133
23.90833,-97,-246,104,3,35,36,138
23.91667,-95,-245,106,4,35,37,144
23.925,-91,-245,109,5,34,36,150
23.93333,-85,-245,112,7,34,38,156
23.94167,-78,-245,115,7,34,39,161
23.95,-69,-245,118,7,34,41,163
23.95833,-56,-244,121,7,35,43,165
23.96667,-37,-244,123,5,35,45,166
23.975,-8,-245,124,4,35,47,166
23.98333,32,-245,124,2,36,48,164
23.99167,87,-244,125,0,37,49,162
24,162,-245,125,-1,38,51,158
24.00833,260,-245,125,-3,39,52,153
24.01667,388,-244,124,-4,40,54,149
24.025,550,-243,123,-6,41,55,146
24.03333,755,-242,123,-7,42,57,143
24.04167,1006,-242,122,-7,43,58,142
24.05,1306,-241,121,-6,43,59,140
24.05833,1659,-241,120,-5,44,60,138
24.06667,2067,-240,121,-4,44,62,137
24.075,2522,-239,122,-2,46,65,136
24.08333,3020,-239,123,0,47,68,137
24.09167,3551,-239,124,1,49,70,138
24.1,4099,-239,125,1,50,72,139
24.10833,4647,-238,128,3,50,73,141
24.11667,5176,-238,130,6,51,74,142
24.125,5665,-238,133,9,52,76,143
24.13333,6089,-237,136,13,52,78,143
24.14167,6434,-237,138,16,53,80,145
24.15,6687,-237,141,19,55,80,147
24.15833,6838,-237,143,23,58,81,148
24.16667,6884,-236,144,26,60,83,149
24.175,6827,-235,147,29,61,85,150
24.18333,6674,-235,150,33,61,87,150
24.19167,6439,-234,152,36,63,90,149
24.2,6138,-233,156,38,64,93,150
24.20833,5790,-231,159,41,65,98,153
24.21667,5413,-231,164,43,67,101,155
24.225,5022,-230,167,45,69,104,158
24.23333,4633,-229,172,46,71,106,160
24.24167,4258,-229,177,46,73,110,164
24.25,3907,-229,182,45,74,113,168
24.25833,3584,-228,185,43,76,114,170
24.26667,3292,-227,190,40,78,116,170
24.275,3031,-226,193,38,79,118,170
24.28333,2796,-224,197,36,81,118,169
24.29167,2588,-223,200,34,82,117,168
24.3,2401,-224,202,32,81,115,166
24.30833,2232,-224,204,29,79,114,163
24.31667,2077,-224,203,26,78,113,160
24.325,1935,-224,203,23,78,111,156
24.33333,1804,-224,201,21,78,109,152
24.34167,1679,-222,199,19,77,106,147
24.35,1561,-219,196,17,76,103,142
24.35833,1448,-217,193,16,74,99,138
24.36667,1340,-216,189,15,72,96,135
24.375,1238,-215,184,13,71,93,134
24.38333,1139,-214,180,12,70,92,132
24.39167,1045,-214,177,12,68,92,131
24.4,956,-214,175,13,69,91,130
24.40833,873,-213,175,14,70,91,130
24.41667,795,-212,175,14,71,90,129
24.425,721,-211,173,16,73,90,130
24.43333,653,-209,174,19,75,91,131
24.44167,590,-208,176,19,76,92,134
24.45,531,-208,178,19,77,93,136
24.45833,476,-208,180,18,79,94,138
24.46667,424,-207,183,19,80,95,140
24.475,376,-205,185,20,82,98,142
24.48333,333,-203,188,21,83,100,144
24.49167,294,-202,191,22,84,103,147
24.5,258,-201,194,22,86,105,149
24.50833,225,-200,197,22,89,107,149
24.51667,196,-199,200,22,91,109,150
24.525,169,-199,203,22,93,111,149
24.53333,144,-198,205,21,95,112,147
24.54167,123,-197,206,20,97,112,145
24.55,107,-195,208,18,98,114,144
24.55833,92,-194,209,18,99,115,144
24.56667,77,-193,210,19,99,116,144
24.575,64,-191,211,19,100,116,144
24.58333,53,-189,212,19,100,116,143
24.59167,43,-187,213,19,101,117,142
24.6,35,-186,213,19,100,118,140
24.60833,27,-185,214,18,101,118,138
24.61667,19,-184,214,18,101,117,138
24.625,12,-183,213,19,102,116,138
24.63333,7,-182,211,20,102,115,136
24.64167,3,-181,209,20,103,114,134
24.65,-1,-180,208,20,103,112,132
24.65833,-4,-179,206,21,105,110,130
24.66667,-6,-180,203,21,106,109,129
24.675,-8,-179,201,22,106,107,127
24.68333,-9,-179,198,23,105,106,126
24.69167,-10,-178,197,22,105,105,125
24.7,-11,-177,195,22,104,105,122
24.70833,-12,-176,192,24,103,106,120
24.71667,-13,-176,189,26,103,106,118
24.725,-14,-175,187,28,102,107,116
24.73333,-15,-175,185,28,103,107,114
24.74167,-16,-174,183,29,104,107,112
24.75,-16,-173,182,29,105,109,111
24.75833,-16,-170,182,30,105,110,111
24.76667,-16,-168,182,32,105,111,111
24.775,-16,-167,183,34,107,111,111
24.78333,-14,-166,183,35,109,112,111
24.79167,-12,-166,183,37,110,113,111
24.8,-10,-165,184,38,111,115,113
24.80833,-9,-164,185,40,112,117,114
24.81667,-9,-162,187,41,113,118,114
24.825,-7,-161,188,42,115,118,115
24.83333,-6,-160,188,43,117,120,115
24.84167,-5,-158,189,45,118,120,115
24.85,-4,-157,191,47,118,121,115
24.85833,-3,-156,191,49,119,122,115
24.86667,-2,-155,192,50,120,123,114
24.875,-1,-154,193,52,120,124,115
24.88333,1,-152,194,53,120,125,114
24.89167,3,-150,196,53,120,126,113
24.9,5,-148,196,52,122,127,112
24.90833,7,-147,196,52,123,127,111
24.91667,8,-146,196,52,124,127,111
24.925,9,-147,196,53,125,127,111
24.93333,10,-147,196,54,125,126,111
24.94167,11,-147,195,54,126,125,110
24.95,12,-146,194,56,126,125,109
24.95833,13,-145,192,56,127,125,108
24.96667,14,-144,191,57,127,125,108
24.975,14,-143,189,59,129,124,107
24.98333,15,-140,188,60,130,124,107
24.99167,17,-138,186,61,130,124,106
25,18,-137,184,62,130,125,107
25.00833,19,-137,184,62,130,126,107
25.01667,20,-137,183,64,129,125,107
25.025,21,-136,181,66,129,125,105
25.03333,23,-136,180,68,130,124,105
25.04167,24,-135,177,69,131,124,104
25.05,25,-134,176,70,132,124,103
25.05833,25,-133,173,70,131,124,103
25.06667,26,-133,171,72,130,124,103
25.075,26,-131,169,74,131,123,104
25.08333,26,-129,168,75,131,122,104
25.09167,27,-128,168,76,133,121,105
25.1,29,-128,167,75,133,119,105
25.10833,30,-128,165,76,133,120,105
25.11667,30,-128,164,78,133,120,103
25.125,31,-128,162,81,134,122,103
25.13333,31,-128,160,83,135,122,104
25.14167,32,-127,159,86,136,122,104
25.15,33,-125,157,87,138,121,106
25.15833,33,-123,157,88,138,121,107
25.16667,34,-122,156,90,137,122,108
25.175,35,-122,155,91,139,123,108
25.18333,36,-121,155,92,139,124,108
25.19167,37,-121,154,93,141,125,108
25.2,38,-121,153,95,142,125,108
25.20833,39,-121,152,97,142,126,108
25.21667,39,-121,153,98,141,125,108
25.225,41,-120,152,99,142,125,109
25.23333,42,-119,152,100,143,124,109
25.24167,41,-118,151,102,143,124,108
25.25,42,-118,152,103,143,125,109
25.25833,41,-117,151,104,144,125,109
25.26667,42,-117,150,104,146,124,109
25.275,44,-115,150,105,146,123,110
25.28333,46,-114,149,108,148,124,110
25.29167,47,-112,148,110,149,126,110
25.3,48,-112,148,111,149,127,110
25.30833,48,-111,149,111,149,128,110
25.31667,48,-112,149,111,148,128,110
25.325,47,-113,149,112,147,129,110
25.33333,47,-113,149,113,147,130,111
25.34167,48,-113,149,116,147,129,112
25.35,49,-112,148,116,148,129,112
25.35833,50,-111,148,117,148,129,111
25.36667,50,-110,148,118,148,129,112
25.375,50,-111,148,119,147,130,113
25.38333,50,-110,149,120,148,130,113
25.39167,51,-109,149,121,151,132,113
25.4,51,-108,148,122,153,133,114
25.40833,52,-107,147,123,154,134,115
25.41667,52,-107,148,124,154,135,115
25.425,53,-109,149,126,154,135,115
25.43333,53,-110,149,127,154,136,115
25.44167,53,-111,149,127,154,136,115
25.45,53,-109,149,127,153,136,115
25.45833,53,-108,149,127,153,136,114
25.46667,54,-107,149,128,154,136,115
25.475,55,-108,148,129,155,138,116
25.48333,56,-108,148,130,155,139,116
25.49167,56,-107,148,131,156,139,116
25.5,56,-106,148,133,156,138,116
25.50833,56,-106,148,134,156,137,117
25.51667,56,-106,147,134,157,137,118
25.525,56,-106,147,134,157,138,118
25.53333,57,-106,147,135,157,138,117
25.54167,58,-105,148,136,158,138,116
25.55,58,-105,147,136,159,138,116
25.55833,59,-105,147,136,159,137,117
25.56667,60,-105,147,136,160,137,117
25.575,61,-104,147,137,160,139,118
25.58333,62,-102,148,137,160,139,118
25.59167,61,-99,149,137,160,140,118
25.6,60,-99,149,139,159,139,118
25.60833,59,-99,149,141,160,138,119
25.61667,59,-99,148,142,161,139,120
25.625,60,-99,146,142,161,139,120
25.63333,61,-100,145,142,162,139,120
25.64167,61,-100,145,143,162,140,120
25.65,61,-102,145,144,163,140,119
25.65833,62,-102,145,145,163,139,119
25.66667,61,-103,146,147,162,139,118
25.675,60,-103,146,146,161,139,119
25.68333,59,-103,146,145,160,139,120
25.69167,60,-103,145,144,160,138,120
25.7,61,-104,144,143,162,138,120
25.70833,61,-104,143,144,163,139,121
25.71667,61,-103,144,144,163,139,122
25.725,61,-103,144,145,163,139,121
25.73333,60,-103,144,146,163,139,121
25.74167,60,-102,144,147,163,140,120
25.75,59,-102,145,148,163,141,120
25.75833,59,-102,145,148,164,142,120
25.76667,60,-103,144,149,164,143,120
25.775,62,-103,144,150,164,142,120
25.78333,62,-103,144,150,163,140,123
25.79167,62,-104,144,150,163,139,123
25.8,62,-104,144,150,164,138,123
25.80833,61,-103,145,150,165,139,122
25.81667,61,-102,144,150,165,139,120
25.825,61,-102,145,151,165,141,119
25.83333,62,-102,144,151,164,141,119
25.84167,62,-101,144,149,164,141,118
25.85,63,-101,144,149,163,141,118
25.85833,63,-101,144,150,163,142,118
25.86667,63,-102,144,151,163,141,118
25.875,64,-103,143,151,164,141,119
25.88333,63,-103,143,150,164,141,121
25.89167,63,-104,144,150,165,142,121
25.9,62,-104,144,151,164,140,121
25.90833,62,-103,143,151,164,140,121
25.91667,61,-102,141,151,163,140,120
25.925,61,-103,140,151,164,141,119
25.93333,60,-103,140,150,165,141,118
25.94167,61,-103,141,150,165,140,119
25.95,62,-101,142,150,165,140,120
25.95833,62,-101,141,150,166,140,120
25.96667,62,-100,141,151,166,139,120
25.975,63,-100,141,152,167,139,121
25.98333,64,-100,141,153,167,140,120
25.99167,64,-101,142,154,167,140,120
26,63,-101,142,153,166,140,119
26.00833,63,-101,142,153,165,140,119
26.01667,63,-100,142,153,165,140,119
26.025,63,-99,141,154,166,140,119
26.03333,63,-99,140,153,166,140,119
26.04167,62,-100,140,153,166,140,119
26.05,61,-101,140,153,166,140,119
26.05833,61,-101,139,153,165,139,120
26.06667,60,-102,140,154,165,140,120
26.075,60,-103,140,155,165,139,120
26.08333,60,-103,139,155,165,139,119
26.09167,60,-102,139,156,165,139,119
26.1,61,-102,138,155,164,140,120
26.10833,60,-103,138,155,164,139,119
26.11667,60,-103,138,154,164,140,119
26.125,59,-103,139,154,164,140,119
26.13333,60,-104,139,153,165,140,118
26.14167,61,-104,139,153,165,140,118
26.15,60,-105,139,153,165,141,117
26.15833,61,-105,140,154,165,141,117
26.16667,61,-105,140,155,164,141,118
26.175,61,-104,138,156,164,141,118
26.18333,62,-104,138,157,164,140,118
26.19167,62,-103,138,158,164,139,118
26.2,62,-102,138,158,164,139,120
26.20833,62,-103,138,157,162,139,119
26.21667,63,-103,138,157,161,139,119
26.225,63,-104,137,157,161,139,119
26.23333,62,-104,137,156,161,139,118
26.24167,61,-105,137,156,162,139,118
26.25,61,-104,136,155,162,139,118
26.25833,61,-105,136,155,163,138,118
26.26667,61,-106,137,154,164,137,118
26.275,60,-106,136,154,163,138,118
26.28333,60,-106,136,154,162,138,118
26.29167,61,-105,136,154,162,138,119
26.3,61,-105,136,154,160,138,118
26.30833,61,-105,136,154,160,139,117
26.31667,61,-104,136,154,159,138,116
26.325,62,-104,136,153,160,137,115
26.33333,62,-104,135,152,160,137,115
26.34167,62,-105,134,151,160,137,116
26.35,63,-106,135,151,160,136,116
26.35833,62,-107,134,153,160,136,116
26.36667,61,-107,134,153,160,135,117
26.375,60,-106,134,153,159,135,118
26.38333,59,-106,135,153,158,135,118
26.39167,59,-107,135,153,159,135,116
26.4,59,-108,135,152,160,135,115
26.40833,59,-109,134,152,160,135,114
26.41667,58,-109,134,151,161,135,114
26.425,58,-109,134,151,161,136,114
26.43333,58,-109,134,151,160,136,114
26.44167,57,-108,134,151,160,136,114
26.45,58,-107,134,151,159,135,114
26.45833,57,-107,133,151,159,134,114
26.46667,57,-109,133,152,159,134,114
26.475,58,-109,133,153,160,133,113
26.48333,58,-108,133,153,158,133,112
26.49167,58,-108,132,154,159,134,113
26.5,58,-107,132,154,159,134,113
26.50833,57,-107,132,154,160,134,112
26.51667,57,-108,132,153,161,135,112
26.525,56,-108,131,152,161,135,113
26.53333,56,-109,130,153,162,137,113
26.54167,57,-109,129,153,162,137,112
26.55,58,-110,128,152,161,136,113
26.55833,58,-110,129,152,161,135,114
26.56667,56,-110,130,151,161,136,113
26.575,55,-110,131,151,160,135,112
26.58333,55,-110,132,152,158,134,111
26.59167,55,-110,131,153,157,133,111
26.6,56,-110,131,152,157,133,111
26.60833,56,-109,130,152,157,133,112
26.61667,56,-109,130,150,157,132,112
26.625,55,-109,129,150,156,132,111
26.63333,55,-109,129,150,156,133,110
26.64167,55,-110,129,150,157,132,110
26.65,54,-111,129,151,157,132,110
26.65833,54,-111,129,152,157,133,110
26.66667,55,-111,129,152,158,132,111
26.675,55,-111,129,150,158,132,112
26.68333,54,-111,129,150,158,132,111
26.69167,54,-110,128,149,158,131,109
26.7,55,-110,128,149,158,130,109
26.70833,55,-110,127,149,158,129,109
26.71667,54,-110,126,150,158,130,110
26.725,54,-110,127,150,159,131,111
26.73333,54,-110,127,149,158,131,111
26.74167,53,-111,128,148,157,131,111
26.75,53,-111,129,148,156,132,110
26.75833,52,-111,128,149,157,131,110
26.76667,51,-112,127,150,157,131,109
26.775,50,-112,127,149,157,131,108
26.78333,50,-114,127,148,157,130,109
26.79167,51,-116,127,147,156,130,109
26.8,51,-116,126,147,156,129,109
26.80833,50,-116,126,147,155,129,109
26.81667,51,-115,127,147,154,129,110
26.825,50,-115,127,147,154,129,110
26.83333,49,-115,127,148,155,129,109
26.84167,48,-116,126,147,155,128,109
26.85,48,-116,125,147,155,127,109
26.85833,49,-117,124,147,156,127,108
26.86667,50,-117,124,148,155,127,107
26.875,50,-116,125,148,155,127,108
26.88333,51,-117,126,147,155,128,108
26.89167,51,-116,126,147,155,127,109
26.9,52,-116,125,146,156,126,109
26.90833,51,-116,126,146,155,125,109
26.91667,50,-118,126,147,153,125,107
26.925,48,-119,127,146,154,125,107
26.93333,48,-120,128,146,153,127,105
26.94167,48,-121,128,146,153,128,104
26.95,48,-121,127,146,153,127,105
26.95833,47,-121,127,145,154,127,106
26.96667,46,-122,127,144,156,127,107
26.975,44,-122,127,144,155,127,107
26.98333,43,-121,126,145,152,126,107
26.99167,43,-120,125,144,151,125,106
27,42,-121,124,144,151,126,105
27.00833,42,-121,123,144,151,126,106
27.01667,43,-121,123,143,151,126,106
27.025,43,-123,123,142,152,126,105
27.03333,42,-124,123,141,152,125,104
27.04167,42,-125,122,142,152,125,103
27.05,42,-126,123,143,151,124,103
27.05833,41,-127,123,144,149,124,103
27.06667,41,-127,123,143,149,124,103
27.075,40,-127,123,143,149,124,102
27.08333,39,-127,123,143,150,124,102
27.09167,39,-127,122,143,150,124,103
27.1,39,-128,121,143,150,124,104
27.10833,39,-127,120,143,150,123,103
27.11667,39,-126,119,143,149,122,103
27.125,38,-127,120,142,147,121,102
27.13333,38,-128,120,142,146,120,102
27.14167,38,-128,121,143,145,119,102
27.15,37,-128,121,143,146,117,101
27.15833,36,-128,120,143,148,118,101
27.16667,35,-131,119,142,148,118,100
27.175,34,-133,118,141,147,118,99
27.18333,33,-133,118,141,146,119,99
27.19167,33,-134,118,141,146,120,98
27.2,33,-136,117,141,145,120,98
27.20833,33,-137,117,140,145,120,98
27.21667,32,-137,117,138,145,119,99
27.225,30,-137,117,138,144,118,98
27.23333,29,-138,116,138,143,118,97
27.24167,28,-139,114,137,144,117,96
27.25,27,-141,114,136,144,117,96
27.25833,26,-142,114,135,143,115,96
27.26667,26,-143,113,134,141,115,96
27.275,26,-144,112,134,140,115,95
27.28333,25,-146,110,134,140,114,96
27.29167,23,-147,110,134,139,115,95
27.3,22,-147,109,134,139,114,93
27.30833,21,-148,109,134,138,113,93
27.31667,21,-148,108,134,138,113,92
27.325,20,-148,109,133,137,113,92
27.33333,18,-149,109,132,137,112,93
27.34167,17,-150,109,132,137,112,92
27.35,16,-153,109,131,136,112,90
27.35833,16,-154,110,130,134,111,89
27.36667,16,-154,109,129,133,111,89
27.375,16,-156,108,128,133,111,90
27.38333,15,-157,108,127,133,109,90
27.39167,13,-159,107,127,133,108,90
27.4,12,-160,106,128,131,107,89
27.40833,10,-160,106,128,131,106,88
